coin,date_added,max_supply,circulating_supply,total_supply,market_cap,Volume24h,price
TNC,2020-05-03T00:00:00.000Z,1000000000000.0,2310424689.0,1000000000000.0,17180471.110037822,8123317.00554947,0.00743606627467
QCX,2019-04-25T00:00:00.000Z,,499007299.0,500000000.0,17215840.31331173,264468.18421003,0.03450017734773
PMA,2018-08-13T00:00:00.000Z,,30271432230.56,78042956829.0,17033942.855447534,611950.25386333,0.00056270686916
WEST,2020-01-22T00:00:00.000Z,,41965923.0,400000000.0,17177318.063984275,922462.76883872,0.40931586477877
XEND,2021-02-19T00:00:00.000Z,200000000.0,19822691.0,200000000.0,16991054.99811074,1873996.37977962,0.85715178620858
UNCX,2020-11-13T00:00:00.000Z,50000.0,32145.35207003,48650.0,17036216.618972614,3026051.70553515,529.9744915488404
FNB,2019-04-11T00:00:00.000Z,,2412248413.0,2490000160.0,16941331.99250584,591912.51625798,0.00702304617601
HVN,2017-09-10T00:00:00.000Z,,500000000.0,500000000.0,16982806.95377,963505.36063824,0.03396561390754
GAP,2019-09-23T00:00:00.000Z,,10000000.0,100000000.0,16945434.731746,0.0,1.6945434731746
AME,2021-01-02T00:00:00.000Z,1500000000.0,250000000.0,250000000.0,16947744.7294675,869268.34159906,0.06779097891787
TRY,2019-05-24T00:00:00.000Z,,2300000000.273892,10000000000.0,16873031.779886298,3.79703206,0.00733610077299
IPX,2020-01-03T00:00:00.000Z,1500000000.0,266858530.8,1000000000.0,16762366.94246755,352097.67132686,0.06281368218665
TIDAL,2021-03-22T00:00:00.000Z,,865226228.9131721,19838000001.0,16705618.370861614,402317.28961315,0.01930780391603
YUSRA,2020-08-27T00:00:00.000Z,40000000.0,39879493.3049,40000000.0,16566451.65546227,89240.99234031,0.41541279195307
MUSE,2020-11-29T00:00:00.000Z,,508554.0,508554.0,16253796.97622122,1343919.52768208,31.96080844162315
UIP,2018-01-24T00:00:00.000Z,,1332878349.7535176,2839985525.01,16235776.338200012,1264293.49831134,0.01218098886609
KAT,2018-12-13T00:00:00.000Z,5000000000.0,2187206122.5215416,3100000000.0,16303893.705745447,284008.38361514,0.00745420997951
TENA,2018-12-20T00:00:00.000Z,,2974534.5601962,5000000.0,16244078.49075177,6252.90091458,5.4610488336973
NCT,2018-04-10T00:00:00.000Z,1885913075.0,1546457129.5096478,1885913075.8515422,15986158.337131537,5363.14439098,0.01033727869469
OCN,2018-01-24T00:00:00.000Z,,8000000000.0,10000000000.0,16006637.97488,925856.53845177,0.00200082974686
HOT,2018-01-19T00:00:00.000Z,,702000000.0,1560000000.0,15966749.68631262,1439931.33169986,0.02274465767281
BRY,2021-02-16T00:00:00.000Z,7500000.0,2000000.0,7500000.0,16002697.61642634,425506.93657223,8.00134880821317
IQN,2018-09-24T00:00:00.000Z,5491860.0,5491860.1987553,5491860.1987553,15881571.612115836,1043784.13250816,2.89183829109767
XLA,2018-04-09T00:00:00.000Z,,10011514079.51,13811514079.51,17079225.042335156,122079.87366889,0.00170595825034
EOSC,2019-10-10T00:00:00.000Z,,964070125.0,1000000000.0,15710127.688879488,94792.47431228,0.01629562754979
PCL,2018-03-25T00:00:00.000Z,,2090325377.2890034,2206029269.2890034,15647962.725120312,398858.96330318,0.00748589807842
UMX,2021-01-11T00:00:00.000Z,10000000.0,6480648.09917243,10000000.0,15508098.497324355,522861.43197995,2.39298574155025
USDJ,2020-04-14T00:00:00.000Z,,14848771.67402831,14848771.67402831,15550581.876003817,7167797.18822053,1.04726385571697
PLR,2017-07-24T00:00:00.000Z,800000000.0,259348201.0,800000000.0,15481004.055763204,9593.70001299,0.05969196622946
OIN,2020-09-03T00:00:00.000Z,100000000.0,25401187.24648688,100000000.0,15368894.206608208,485608.44460002,0.6050462939969
FLG,2019-11-26T00:00:00.000Z,,17525493.226415,63000000.0,15451095.688599914,243712.05975213,0.88163542611808
TKY,2018-02-07T00:00:00.000Z,,6210789109.44993,9795844687.0,15479979.494432796,290320.06928618,0.00249243360572
K21,2021-04-13T00:00:00.000Z,21000000.0,4430713.65284,21000000.0,15303784.325826326,1045116.05497167,3.45402242729383
YF-DAI,2020-09-08T00:00:00.000Z,21000.0,3986.0,21000.0,14697673.404310962,4257019.55620016,3687.3239850253294
YOP,2021-01-05T00:00:00.000Z,88888888.0,10039115.96,88888888.0,15179496.064011922,2068615.6913413,1.51203513581209
PLC,2018-10-01T00:00:00.000Z,,5001073.0,606479994.01211,15164252.248799343,885824.89191051,3.03219973969573
DAFI,2021-03-18T00:00:00.000Z,2250000000.0,191942748.0,2250000000.0,15158201.212320222,1737177.97847356,0.0789725132638
WIKEN,2019-11-09T00:00:00.000Z,1057786429.0,335451107.29719704,1057786429.0,15330470.707565945,828123.94726436,0.04570105858671
PART,2017-07-20T00:00:00.000Z,,9780071.3023934,9801394.0774162,15122208.83013592,33172.06719895,1.54622684871788
XSR,2019-10-21T00:00:00.000Z,5000000000.0,4640661096.114779,4800000000.0,14963831.78085014,6833748.10511222,0.0032245043262
GNX,2017-12-18T00:00:00.000Z,,273271060.6941579,650000000.0,15063368.470295032,1147399.18636849,0.05512244301329
YFL,2020-08-10T00:00:00.000Z,52000.0,51502.7393765,52000.0,14883626.060616793,458517.91674385,288.98707604294907
ONION,2017-08-12T00:00:00.000Z,25000000.0,22472942.11100741,22472942.11100741,14948308.478050848,42263.05683084,0.66516918008386
DOS,2019-03-22T00:00:00.000Z,950000000.0,135939017.383,949292114.345,14785160.711213373,632137.49128104,0.10876318658062
FNX,2020-06-18T00:00:00.000Z,,31912069.66,176495406.66,14756854.756688008,4041327.97750599,0.46242236601736
APM,2019-12-27T00:00:00.000Z,,361875000.0,1812500000.0,14761371.200212538,2920951.06247428,0.04079135392114
AMB,2017-10-23T00:00:00.000Z,,175851027.8020038,710447164.0,14648205.10997011,2687331.36882501,0.08329894509609
GOC,2018-08-03T00:00:00.000Z,327902034.0,241399543.0,299095759.0,14641062.282987554,45211.96227013,0.06065074565194
ROOK,2020-11-15T00:00:00.000Z,1070000.0,36430.0,1000000.0,14499715.994818565,5722818.33128892,398.01581100243106
ALPACA,2021-03-06T00:00:00.000Z,188000000.0,6618686.0,19905186.0,14615072.504305935,4839199.03569274,2.20815317486068
VALOR,2019-04-18T00:00:00.000Z,,20036000.0002,75000000.0,14537238.888453111,398150.65357729,0.72555594371671
UMB,2021-02-09T00:00:00.000Z,46405087.0,18282511.38,56405087.0,14548405.105925238,1601663.62027921,0.79575528785615
S4F,2019-02-07T00:00:00.000Z,,895310762.0,1000000000.0,14497826.235107448,1923704.95454295,0.01619306597267
PUSH,2021-04-13T00:00:00.000Z,100000000.0,2933965.0,100000000.0,14457439.6511697,2956969.28112689,4.92761149201497
TRV,2019-07-18T00:00:00.000Z,,508784134.1055718,1000000000.0,14468574.42635982,1406131.6023465,0.02843755034106
EUNO,2018-08-03T00:00:00.000Z,8000000000.0,6189108975.050568,6189108975.050568,14417871.336844278,7649.15961967,0.00232955525504
XMY,2014-03-08T00:00:00.000Z,2000000000.0,1778755750.0000002,1778755750.0000002,14406170.544893753,223641.15530303,0.0080990155871
BWF,2020-09-25T00:00:00.000Z,,1000000099.0,3000000000.0,14310299.59286952,1297.66104986,0.01431029817615
XIO,2020-05-15T00:00:00.000Z,,35281967.41515546,100000000.0,14224389.651952334,287029.23004777,0.40316316504057
SFT,2016-02-16T00:00:00.000Z,1885974016.0,1885974016.0,1885974016.0,14225204.112185905,7337.05486142,0.00754262995752
FIC,2021-02-03T00:00:00.000Z,2000000000.0,25718348.0,1995952415.7,14170846.76394403,381978.07545024,0.55100143928156
TOWER,2021-03-01T00:00:00.000Z,10000000000.0,223269961.0,10000000000.0,14116411.17456833,4954537.59955734,0.06322575196118
XCASH,2018-09-24T00:00:00.000Z,100000000000.0,61688883518.0,61688883518.0,14149787.979426373,582.35209826,0.00022937338419
PCM,2019-11-22T00:00:00.000Z,,749550000.0,750000000.0,14055403.664493196,606208.65535424,0.0187517892929
DVC,2020-07-22T00:00:00.000Z,10000000000.0,153359950.0,10000000000.0,14076992.022518056,2707912.69327051,0.09179053607228
ITC,2017-12-06T00:00:00.000Z,,87214657.4756,99999999.0,14072560.882194333,2382020.83304262,0.16135545663447
RIO,2020-06-25T00:00:00.000Z,99999893.0,6568515.0792935,96381237.9575625,14016035.50472046,1308216.88330895,2.13382101365717
BHP,2018-08-03T00:00:00.000Z,100000000.0,20177578.18,52881277.67,13983690.079734225,3326255.96597597,0.69303114352915
SPIKE,2019-07-15T00:00:00.000Z,,442894597.980011,5000000000.0,13976824.118578603,2645.62671476,0.03155790154661
WHITE,2020-12-28T00:00:00.000Z,8888.0,8888.0,8888.0,13923001.410719154,1096740.18939428,1566.4943081367185
SNB,2020-03-06T00:00:00.000Z,,79536464.86810817,1000000000.0,13917839.516249666,0.0,0.17498690115696
CV,2018-01-22T00:00:00.000Z,9904435614.0,7625478191.712701,9835745291.659302,13912975.883143486,250543.13039998,0.00182453815136
SRN,2017-12-28T00:00:00.000Z,,491820906.379,572166103.886,14045221.696951542,571054.93850992,0.02855759386147
NYZO,2020-01-21T00:00:00.000Z,,11919651.239873,100000000.0,13827085.2443938,945548.43873058,1.1600243133071
BTC2,2019-05-28T00:00:00.000Z,21000000.0,17356434.195,17854190.165,13723443.458167344,327.20575796,0.7906833456679
HY,2020-08-06T00:00:00.000Z,7000000.0,2334168.18126351,7000000.0,13652961.502114499,14652.6127331,5.84917642683485
HGET,2020-09-08T00:00:00.000Z,10000000.0,1751448.0,1751448.0,13692319.958077712,402656.47269587,7.81771423306756
MFG,2018-04-20T00:00:00.000Z,,301445121.7289087,868459135.7414333,13590368.92158453,118178.33789123,0.04508405657268
DVP,2019-09-11T00:00:00.000Z,,297455702.3632837,5000000000.0,13642265.624012979,633403.1571961,0.04586318404934
GXT,2020-10-06T00:00:00.000Z,500000000.0,43534493.19354197,500000000.0,13536308.933742605,1949342.16600819,0.31093296236536
MINT,2021-02-10T00:00:00.000Z,250000000.0,17437500.0,0.0,13598616.495860437,790362.67490484,0.779848974673
TAU,2018-01-04T00:00:00.000Z,,142215728.19,288090567.494,13492291.138958042,112991.47634845,0.09487200403694
MBOX,2021-04-08T00:00:00.000Z,1000000000.0,9378223.1807363,399936442.4936152,13426906.36764013,91152.5035386,1.43171111508843
DEPAY,2021-01-05T00:00:00.000Z,63000000.0,3404419.82735449,63000000.0,13342340.408292102,528318.10258501,3.91912310611238
EM,2019-08-22T00:00:00.000Z,2100000000.0,1454500099.0536,2100000000.0,13356773.96289758,1600925.24839902,0.00918306844502
ABYSS,2018-06-07T00:00:00.000Z,508628132.0,228664903.23688185,508628132.04106945,13330886.776378108,534884.82474661,0.05829878826034
CNTR,2020-10-09T00:00:00.000Z,6000000000.0,1120208333.0,6000000000.0,13278757.21189727,290351.12792997,0.01185382827526
NFT,2020-08-19T00:00:00.000Z,,36863404.0,88888888.0,13240108.76386538,267314.43094548,0.35916674336058
FLO,2013-11-27T00:00:00.000Z,160000000.0,152351008.348,152351008.348,13220280.134291718,84449.97372468,0.08677514036595
CLBK,2019-01-29T00:00:00.000Z,,609683916.715444,989556846.0,13226682.972640505,627352.0683973,0.02169432817565
UNISTAKE,2020-10-26T00:00:00.000Z,279999999.0,146579979.14976695,279999999.9998125,13078793.66329321,437359.41553145,0.08922633049313
KRL,2018-07-19T00:00:00.000Z,,31638781.0,49417348.0,13071375.819444291,241142.13262335,0.41314410373283
COV,2018-01-23T00:00:00.000Z,,18000000.0,20000000.0,13154328.68615604,382031.08347398,0.73079603811978
AUC,2018-04-20T00:00:00.000Z,,45682485.4042059,65829630.62007512,13031718.411580345,89211.58936099,0.2852672812408
FUSE,2021-02-01T00:00:00.000Z,400000000.0,55045523.243774,314655930.553138,13027486.338274447,1530101.89731221,0.23666749938194
NPXSXEM,2018-08-07T00:00:00.000Z,106784637943.0,18415166845.14005,44762598386.83,12985911.912808377,8595.38832719,0.00070517481715
SWM,2018-02-07T00:00:00.000Z,,78189670.12433334,99535052.4739791,12948279.949504673,380321.95835867,0.16560090263733
DGTX,2018-05-23T00:00:00.000Z,,931035715.0,1590000000.0,12925782.119551774,1678202.2125431,0.01388322908703
AXPR,2018-01-25T00:00:00.000Z,,279674001.40087,344674001.40087,12779607.175699025,237381.20862105,0.04569465560505
UDOO,2018-11-15T00:00:00.000Z,,441327301.3569368,840696363.2754374,12763118.29112754,444859.44243961,0.02891984758678
OG,2020-03-12T00:00:00.000Z,,1274535.0,5000000.0,12830438.391466385,3380947.23869483,10.06676034119611
NFY,2020-10-13T00:00:00.000Z,,67088.3362503,100000.0,12680725.699528452,457105.05517444,189.0153551016366
GEN,2018-05-10T00:00:00.000Z,,48507938.99303922,60000000.0,12536738.330656089,35752.71481247,0.25844714475408
BIRD,2020-11-27T00:00:00.000Z,140000.0,83733.07132625,140000.0,12649234.857914977,950156.77540606,151.06617561691527
TEN,2018-03-10T00:00:00.000Z,,200000000.0,200000000.0,12655953.411438001,317414.19390111,0.06327976705719
PLAY,2017-12-30T00:00:00.000Z,,248225771.5743759,252165028.70539504,12607052.299450275,313125.67307139,0.05078865187724
VIDYA,2020-08-25T00:00:00.000Z,50000000.0,38359208.25028603,50000000.0,12516482.401900299,2601347.66369466,0.32629668266959
SCC,2019-06-03T00:00:00.000Z,18000000.0,7611437.73772875,8484243.73772875,12497108.368554994,21059.73885231,1.64188538344191
CHI,2020-05-05T00:00:00.000Z,77303932.0,46383843.4482516,55525970.4482516,12509801.387558717,74511.26532407,0.26970169907363
MEETONE,2018-08-10T00:00:00.000Z,,1913271866.0,10000000000.0,12319091.846172959,15685.38336954,0.00643875659549
WOW,2021-02-26T00:00:00.000Z,1000000.0,259016.2523318,1000000.0,12419127.338952428,87143.11523136,47.94728989840961
MTRG,2020-07-27T00:00:00.000Z,,2318338.0,40000000.0,12303698.038341075,1294343.5564049,5.3071200309623
vDOT,2020-12-14T00:00:00.000Z,,16649243.0,16649243.0,12272839.323861673,0.0,0.73714098135643
EGG,2019-09-09T00:00:00.000Z,,1502530850.449625,2994901340.0,12193409.008011814,540324.21236974,0.00811524702096
PRT,2020-10-08T00:00:00.000Z,2500000000.0,143123977.72175574,2500000000.0,12159679.453111866,190628.35634854,0.08495906588588
ASR,2020-02-13T00:00:00.000Z,,1232916.0,10000000.0,12093243.89612492,2241727.23554068,9.80865192448222
IDNA,2020-08-11T00:00:00.000Z,,42553887.33792001,67981888.17765655,12062343.533279933,33869.02454394,0.28346043776196
FTC,2013-05-03T00:00:00.000Z,336000000.0,236600238.0,336000000.0,12044155.615761947,35243.10485665,0.05090508664561
URUS,2021-03-01T00:00:00.000Z,1000000.0,470000.0,0.0,12035375.516358018,2329565.44306789,25.60718194969791
DOWS,2021-03-03T00:00:00.000Z,,9556250.0,100000000.0,11924736.89652263,892049.29292132,1.24784689564658
DEV,2020-07-31T00:00:00.000Z,12729090.0,1118004.7245744,12800887.05531336,11935744.088458525,493230.21086877,10.67593349661577
KEX,2020-09-07T00:00:00.000Z,300000000.0,12532083.0,300000000.0,11947738.531505033,1071899.30799814,0.9533721195036
$ANRX,2020-12-19T00:00:00.000Z,,78283948.0,200000000.0,11849302.731217703,268842.86592084,0.15136312148204
UDO,2021-03-03T00:00:00.000Z,,27570322.45342609,115000000.0,11756666.388481054,557057.91104793,0.42642469664043
BOLT,2019-04-05T00:00:00.000Z,,991283100.0,995000000.0,11749791.364778936,245371.56118781,0.01185311377222
XMC,2018-04-20T00:00:00.000Z,,19176436.19105911,19176436.19105911,11721265.138179077,47158.76032367,0.61123271401409
CVN,2017-07-15T00:00:00.000Z,,12380890.0,15000000.0,11655765.610926906,212282.89609423,0.94143196578977
PAR,2019-06-25T00:00:00.000Z,,614762164.8615512,999628334.0000002,10145888.581917938,157230.38657075,0.01650376220567
DOKI,2020-10-12T00:00:00.000Z,50000.0,49668.22950807,49997.1950752,11489559.092619907,160969.53838548,231.32612550147587
PCNT,2021-03-06T00:00:00.000Z,60000000.0,11353284.0,60000000.0,11500287.80639561,1097298.89518909,1.01294813081357
APIX,2020-02-25T00:00:00.000Z,204047845.21,120644138.2498178,204047845.21,11491651.607953608,457317.72979664,0.09525246542984
MTLX,2020-09-30T00:00:00.000Z,40000000.0,1123003.11600207,40000000.0,11401870.192162609,2654691.76469675,10.15301741348115
EMC,2014-08-23T00:00:00.000Z,,47361288.163863,47361288.163863,11406157.546290427,26350.81788478,0.24083292470481
COVAL,2015-01-23T00:00:00.000Z,,1000000000.0,1200000000.0,11362166.071409998,29421.78040619,0.01136216607141
LEVL,2019-07-26T00:00:00.000Z,,81178473.88491774,311000000.0,11329508.56144509,81778.08917387,0.13956296563922
TRIAS,2021-03-24T00:00:00.000Z,,1600000.0,10000000.0,11371002.575311393,20250013.67243807,7.10687660956962
GEEQ,2020-08-04T00:00:00.000Z,100000000.0,8747222.0,100000000.0,11287808.51188375,163494.29740847,1.29044495633971
XPX,2018-08-08T00:00:00.000Z,,6097456550.0,9000000000.0,11342235.673277065,265065.70901384,0.00186015850712
TIPS,2013-12-31T00:00:00.000Z,,212269865434.284,482759907611.124,11292985.164939266,721311.41740603,5.320107563e-05
DOUGH,2020-10-03T00:00:00.000Z,,6795315.0,76729009.02192521,11181995.312593242,840957.58192528,1.64554480735525
ETHO,2018-10-16T00:00:00.000Z,,55961826.0,55961826.0,11103275.580153855,415899.26947776,0.19840802871861
SMARTCREDIT,2020-11-05T00:00:00.000Z,,1329759.48067639,25000000.0,11174416.260297598,1852540.14485637,8.40333640983982
CAJ,2019-01-31T00:00:00.000Z,,1352388.80828916,1780000.0,11098471.075278264,2358.73643137,8.20656826443158
NANJ,2018-03-20T00:00:00.000Z,,19361889557.3,30000000000.0,11070012.119372586,701.9185063,0.00057174234398
FCL,2021-02-22T00:00:00.000Z,465000000.0,16595270.91428571,465000000.0,10953927.367360992,99533.96353538,0.66006318450225
FO,2019-08-29T00:00:00.000Z,,1071304954.9555,1075483587.8055,10841462.527707087,209819.03498587,0.01011986594252
EQZ,2021-04-09T00:00:00.000Z,100000000.0,3381854.45555815,100000000.0,10925809.29327713,12824519.76204571,3.23071540684441
BTCP,2018-03-10T00:00:00.000Z,22873588.0,4785761.0,22815307.0,10941377.641133541,4537.4518422,2.28623569817497
CCX,2019-02-08T00:00:00.000Z,200000000.0,10564550.0,18854841.0,10933962.46177908,207621.47457637,1.03496717434998
BREW,2021-02-15T00:00:00.000Z,,2037775.76000308,2048368.24968643,10969476.838202456,358888.55847468,5.38306375682174
UUU,2018-04-17T00:00:00.000Z,,9994600000.0,10000000000.0,10887861.801911093,770032.57163584,0.00108937444239
GOM2,2020-07-14T00:00:00.000Z,993993561.0,966864393.0,966864393.0,10823292.533640577,449874.26061966,0.01119421980166
CRD,2018-10-02T00:00:00.000Z,,1000000000.0,1000000000.0,10805206.09151,3286.12129219,0.01080520609151
KICK,2017-10-04T00:00:00.000Z,,58658619203.30384,1247037842331.8582,10941327.317137428,1492539.8330004,0.00018652548365
BTSE,2020-03-12T00:00:00.000Z,200000000.0,4354711.0,165904711.0,10755436.47290377,253734.96597616,2.46983932410297
KCASH,2018-01-12T00:00:00.000Z,,445499083.496,1000000000.0,10718676.079063168,2018348.93518082,0.02405992846259
MWAT,2018-02-17T00:00:00.000Z,500000000.0,500000000.0,500000000.0,10665011.269624999,56864.89780649,0.02133002253925
PAINT,2021-03-02T00:00:00.000Z,22020096000.0,8351569785.45303,22017842110.0,10575980.037597349,1101561.92812065,0.00126634636473
INT,2018-01-15T00:00:00.000Z,,449560377.0,980329508.372,10588316.99897249,2135611.41320343,0.02355260281084
PHNX,2020-06-08T00:00:00.000Z,110000000.0,57660270.28623257,110000000.0,10585111.084988983,837760.81094919,0.18357720198749
SNOW,2021-01-22T00:00:00.000Z,500000.0,305101.47953262,500000.0,10570020.869060993,570871.88824878,34.64427929111664
TOKEN,2021-04-19T00:00:00.000Z,100000000.0,4679493.0,100000000.0,10462103.57710692,841222.21735242,2.23573442189291
CBC,2018-06-11T00:00:00.000Z,401647958.0,155864700.786951,401647957.75,10493181.913116017,153746.41846767,0.06732237549706
